"Date","City","State","Type","Description"
"01/29/2008","New York","NY","Intimidation","A voodoo doll was found hanging from a noose on a bulletin board at a hotel."
"01/29/2008","Fulton","PA","Legal Developments","A 17-year-old boy and a 15-year-old girl were charged with institutional vandalism, ethnic intimidation and burglary after they allegedly defaced religious paintings and spray-painted satanic slogans and symbols inside one church and set fire to a hymnal on the pulpit inside another church."
"01/26/2008","San Luis Obispo","CA","Vandalism","The numbers ""666"" and a satanic pentagram were scrawled in a church where pews were also vandalized."
"01/24/2008","Incomplete","MN","Legal Developments","Brent Douglas Espenson, 23, and Nathan Espenson, 21, were charged with assault after they allegedly yelled racial epithets at a black man, who Brent Espenson then chased with a knife."
"01/24/2008","St. Cloud","MN","Vandalism","A swastika was found drawn in a residence hall at St. Cloud State University."
"01/24/2008","Carrboro","NC","Legal Developments","Two high school students were arrested following a Jan. 24 fight between black and white students that allegedly occurred after two white students exchanged text messages containing threats against black students. A white 17-year-old student, Joseph Keith Stiffler, was charged with simple affray and ethnic intimidation and a black 17- year-old student, Lamont Powell, was charged with simple affray."
"01/24/2008","Brooklyn","NY","Vandalism","Racist graffiti was found in two elevators near the chambers of a black judge."
"01/22/2008","Blaine","MN","Arson","Three men set afire a convenience store with bottles of combustible liquid. The word `Arab` was found spray-painted on the building."
"01/21/2008","Bakersfield","CA","Intimidation","A Nazi flag was hung from a flagpole on a high school campus during the Martin Luther King Jr. holiday weekend."
"01/21/2008","Springfield","IL","Leafletting","Racist literature, including a speech against Martin Luther King Jr., was left at a church."
"01/21/2008","Houston","TX","Vandalism","A note containing an anti-black racial slur was left in the office door of a Rice University staff member who is white. Her office was also vandalized."
"01/20/2008","Severn","MD","Vandalism","Racial and sexual slurs were spray-painted on the outside of a woman's residence."
"01/20/2008","Omaha","NE","Murder","Brittany Williams, a 21-year-old black college student, was shot to death while in a fast-food restaurant drive-through. Kyle Bormann, a 19-year-old white man who allegedly made statements indicating race was a motive in the killing, was charged with murder."
"01/20/2008","Benbrook","TX","Vandalism","A Latino family's home was vandalized and racial slurs were spray-painted on their car."
"01/19/2008","Norridge","IL","Legal Developments","Mariusz Wdziekonski, a 21-year-old self- proclaimed neo-Nazi, was charged with desecrating a Jewish cemetery with anti- Semitic graffiti."
"01/19/2008","Wilkes-Barre","PA","Leafletting","Fliers promoting the racist skinhead group the Keystone State Skinheads were posted on dozens of utility poles."
"01/19/2008","Nitro","WV","Leafletting","Ku Klux Klan recruitment fliers were left at residences."
"01/18/2008","Tracy","CA","Threat","A 14-year-old teen was arrested on suspicion of interfering with the exercise of someone's civil rights after he allegedly called a black family and claimed to be a Ku Klux Klan member, made death threats and threatened to burn a cross on their lawn."
"01/18/2008","Brooklyn","NY","Assault","A 16-year-old Jewish boy was kicked and punched by a group of black teenagers who used anti-Semitic slurs."
"01/18/2008","Philadelphia","PA","Arson","A kindergarten classroom in a Jewish center that also houses a synagogue, school and community center was set afire. A swastika was painted on the rear of the building two weeks before the fire."
"01/17/2008","Encino","CA","Vandalism","Anti-Semitic graffiti was spray-painted along a two-mile-long wall."
"01/17/2008","Portland","OR","Assault","Mark Anthony Labonte, 34, was charged with accusations of assault, intimidation, menacing and harassment after he allegedly yelled racial slurs and punched a black man in a grocery store."
"01/17/2008","Cottage Grove","WI","Intimidation","A deer carcass was left on a black family's car."
"01/15/2008","Santa Maria","CA","Vandalism","An 11-year-old boy and a 12-year-old boy were arrested on suspicion of spray- painting  swastikas and the words ""white power"" and ""KKK for life"" on the walls of an elementary school and a junior high school."
"01/15/2008","Queens","NY","Assault","David Wood, 36, was charged with second-degree assault as a hate crime, second- and third-degree assault and second-degree aggravated harassment after he allegedly yelled, ""Arab, go back to your country"" at a worshiper at a Sikh temple and punched the man."
"01/14/2008","Tarzana","CA","Vandalism","Anti-Semitic comments were spray-painted on a wall."
"01/13/2008","Gilbert","AZ","Vandalism","Racist graffiti was spray-painted on a wall of a black family's residence."
"01/13/2008","Austin","MN","Vandalism","Racial slurs and profanity were spray- painted on the vehicles of four Latino men."
"01/12/2008","Moreau","NY","Vandalism","A racial epithet was spray-painted on a black man's garage."
"01/11/2008","Groton","MA","Vandalism","A swastika was drawn in a boy's bathroom at a high school."
"01/10/2008","Nashville","TN","Harassment","A noose and a cross atop a pile of burning newspapers were left on a man's doorstep."
"01/09/2008","East Windsor","NJ","Legal Developments","Nicholas Kurahara, Nikolai Afanassenkov and Max Drazdik, all 18, were charged with bias intimidation and bias-based criminal mischief after allegedly spray- painting swastikas and profanity on statues and signs in several cities."
"01/09/2008","Hightstown","NJ","Vandalism","A spray-painted swastika was found on a fountain monument being constructed in the center of the town."
"01/08/2008","Roosevelt","NJ","Vandalism","Graffiti, including anti-gay remarks, was spray-painted on a monument to President Franklin D. Roosevelt."
"01/08/2008","Hempstead","NY","Intimidation","The image of a noose was drawn on a black city worker's locker."
"01/07/2008","Phenix City","AL","Legal Developments","Two 21-year-old self-proclaimed satanists, Geoffrey Parquette and James Clark, were arrested in connection with a rash of churches that were burned and others vandalized with satanic graffiti in Russell and Lee counties since the first of the year. Parquette was charged with second-degree arson, third-degree burglary and criminal mischief and Clark was charged with second-degree arson and burglary."
"01/05/2008","Chicago","IL","Vandalism","Swastikas and anti-Semitic comments were spray-painted on almost 60 tombstones in a large Jewish cemetery."
"01/05/2008","New Brunswick","NJ","Vandalism","Several gravestones were knocked down in a Jewish cemetery."
"01/04/2008","Chatfield","MN","Intimidation","Two high school students allegedly hung a black doll from a noose on a high school gymnasium stage."
"01/04/2008","Philadelphia","PA","Vandalism","Swastikas were spray-painted on two Jewish centers."
"01/03/2008","Monroe","LA","Assault","Anthony Cascio, 18, and Jared Horne, 21, were charged with attempted second-degree murder and a hate crime for allegedly beating and stabbing a black homeless man."
"01/02/2008","San Francisco","CA","Vandalism","Swastikas and other Nazi graffiti were sprayed on plaques at the Pink Triangle Memorial Park, which honors lesbian, gay, bisexual and transgendered victims of the Holocaust."
"01/02/2008","Brooklyn","NY","Vandalism","A swastika and an anti-Semitic phrase were painted on the door of a senior center."
"01/01/2008","Brooklyn","NY","Vandalism","Swastikas were painted on a residence."
"12/28/2007","Bellevue","WA","Assault","Two white men, Rand Welborn, 48, and Randall Stencel, 52, were charged with malicious harassment and assault under the state hate crime law after they allegedly assaulted a black co-worker and taunted him with racial slurs."
"12/22/2007","Seattle","WA","Assault","Luis Vazauez, 20, was charged with third- degree assault and one count of malicious harassment after he allegedly yelled racial slurs and attacked a Sikh cab drive, calling him a terrorist."
"12/21/2007","Cicero","IL","Assault","Felipe Rivera, 43, was charged with sexual assault and a hate crime after he allegedly beat a gay man and raped him with a metal broom handle."
"12/20/2007","Canyon Country","CA","Legal Developments","A 19-year-old male allegedly attempted to rob a store, threatened the clerk with violence, then shouted ""white power"" and made a Nazi salute before fleeing. The man was charged with burglary and making terroristic threats."
